질문ID,원본행,카테고리,도메인(원본),업무라벨,페이지/입력유형,질문유형(원본),중요도,예상질문,의도그룹,상세의도_주,상세의도_부,사용자역할,응답정책,추가질문필요,답변가능성,필수응답요소,검토필요,라벨확신도,라벨메모,비고/기대동작,gold_business_function,gold_intent,gold_scenario,gold_document_ids,gold_section_titles,gold_chunk_ids,gold_source_urls,gold_answerable,gold_requires_clarification,gold_mapping_status,gold_review_required,gold_mapping_note
Q077,33,업무질문,채무조정 안내,채무조정 안내,채무조정(KR&C),"조건형, 서류형, 금액형, 비교형",상,주채무자와 보증채무자의 감면율이 다른가요?,INFORMATION,COMPARISON,AMOUNT_DEADLINE,채무자,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,"불가사유, 감면율(최대70~90%), 타기관 비교",debt_adjustment,comparison,"{""user_role"":""debtor""}","[""DA-003""]","[""지원내용""]","[""DA-003_chunk_005""]","[""https://www.kdic.or.kr/di/relsite/PbcrKrncLblarb/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q078,33,업무질문,채무조정 안내,채무조정 안내,채무조정(KR&C),"조건형, 서류형, 금액형, 비교형",상,KR&C 채무조정과 신용회복위원회 채무조정은 뭐가 다른가요?,INFORMATION,COMPARISON,,채무자,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,"불가사유, 감면율(최대70~90%), 타기관 비교",debt_adjustment,comparison,"{""user_role"":""debtor""}","[""DA-003""]","[""타 기관 채무조정과의 비교""]","[""DA-003_chunk_006""]","[""https://www.kdic.or.kr/di/relsite/PbcrKrncLblarb/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q079,34,업무질문,채무조정 안내,채무조정 안내,신용회복 지원,"정의형, 대상형",중,신용회복위원회를 통한 지원은 어떤 건가요?,INFORMATION,DEFINITION,,채무자,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,신용회복위원회 협약 채널,debt_adjustment,definition,"{""user_role"":""debtor""}","[""DA-004""]","[""신용회복지원 제도"",""신용회복지원 내용""]","[""DA-004_chunk_001"",""DA-004_chunk_005""]","[""https://www.kdic.or.kr/rb/lbltajmt/LbltAjmtSprtCredRcvrySprt/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q080,34,업무질문,채무조정 안내,채무조정 안내,신용회복 지원,"정의형, 대상형",중,예금보험공사 채무조정과 신용회복지원은 다른 건가요?,INFORMATION,COMPARISON,,채무자,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,신용회복위원회 협약 채널,debt_adjustment,comparison,"{""user_role"":""debtor""}","[""DA-004"",""DA-001""]","[""신용회복지원 제도"",""채무조정 개요""]","[""DA-004_chunk_001"",""DA-001_chunk_000""]","[""https://www.kdic.or.kr/rb/lbltajmt/LbltAjmtSprtCredRcvrySprt/selectScrn.do"",""https://www.kdic.or.kr/rb/lbltajmt/LbltAjmtSprtLbltAjmtSyst/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q081,35,업무질문,채무조정 안내,채무조정 안내,파산면책,"정의형, 절차형",중,개인파산은 어떻게 신청하나요?,ACTION,APPLICATION,,채무자,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,법원 개인파산 절차,debt_adjustment,application,"{""user_role"":""debtor""}","[""DA-005""]","[""개인파산 및 면책절차 흐름도"",""신청서 및 첨부서류 작성방법""]","[""DA-005_chunk_002"",""DA-005_chunk_003""]","[""https://www.kdic.or.kr/rb/lbltajmt/LbltAjmtSprtPsnBr/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q082,35,업무질문,채무조정 안내,채무조정 안내,파산면책,"정의형, 절차형",중,파산면책을 받으면 채무가 모두 없어지나요?,INFORMATION,GENERAL_INFORMATION,,채무자,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,법원 개인파산 절차,debt_adjustment,general_information,"{""user_role"":""debtor""}","[""DA-005""]","[""개인파산과 면책이란"",""파산이 선고되면 바로 면책되는 것인가요?"",""면책불허가 사유는 어떤 것이 있나요?""]","[""DA-005_chunk_000"",""DA-005_chunk_005"",""DA-005_chunk_006""]","[""https://www.kdic.or.kr/rb/lbltajmt/LbltAjmtSprtPsnBr/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q083,36,업무질문,채무조정 안내,채무조정 안내,개인회생,"정의형, 절차형",중,개인회생 절차는 어떻게 되나요?,ACTION,PROCEDURE,,채무자,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,법원 개인회생(3~5년 분할),debt_adjustment,procedure,"{""user_role"":""debtor""}","[""DA-006""]","[""개인회생 절차안내""]","[""DA-006_chunk_010""]","[""https://www.kdic.or.kr/rb/lbltajmt/LbltAjmtSprtPsnRg/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q084,36,업무질문,채무조정 안내,채무조정 안내,개인회생,"정의형, 절차형",중,개인회생은 몇 년간 분할상환하나요?,INFORMATION,AMOUNT_DEADLINE,,채무자,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,법원 개인회생(3~5년 분할),debt_adjustment,amount_or_deadline,"{""user_role"":""debtor""}","[""DA-006""]","[""변제기간""]","[""DA-006_chunk_003""]","[""https://www.kdic.or.kr/rb/lbltajmt/LbltAjmtSprtPsnRg/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q085,37,업무질문,채무조정 안내,채무조정 안내,부채증명원/금융거래정보신청,"절차형, 서류형",중,부채증명원은 어떻게 발급받나요?,ACTION,APPLICATION,,채무자,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,공식 증명서 발급 신청,debt_adjustment,application,"{""user_role"":""debtor""}","[""DA-007""]","[""신청방법"",""교부방법""]","[""DA-007_chunk_002"",""DA-007_chunk_004""]","[""https://www.kdic.or.kr/sp/sprtfund/SprtFndDebtDlngAplyGudn/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q086,37,업무질문,채무조정 안내,채무조정 안내,부채증명원/금융거래정보신청,"절차형, 서류형",중,금융거래정보신청은 어디서 하나요?,ACTION,APPLICATION,,채무자,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,공식 증명서 발급 신청,debt_adjustment,application,"{""user_role"":""debtor""}","[""DA-007""]","[""신청방법""]","[""DA-007_chunk_002""]","[""https://www.kdic.or.kr/sp/sprtfund/SprtFndDebtDlngAplyGudn/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q087,38,업무질문,채무조정 안내,채무조정 안내,FAQ 채무정보조회,절차형,중,휴대폰 인증만으로 채무정보를 조회할 수 있나요?,STATUS,STATUS_CHECK,,채무자,STATUS_GUIDE,N,Y,조회 방법 + 조회 페이지 + 개인정보 접근 한계,N,상,,휴대폰 인증 온라인 조회,debt_adjustment,status_lookup,"{""user_role"":""debtor"",""authentication"":""mobile_phone""}","[""DA-008""]",[],[],[],TRUE,FALSE,document_only_needs_review,Y,정답 문서는 특정했지만 질문과 정확히 대응하는 청크를 확정하기 어려움 / 현재 DA-008은 공동인증서 FAQ 중심으로 휴대폰 인증 질문과 정확히 일치하지 않음
Q088,39,업무질문,은닉재산 신고,은닉재산 신고,신고센터,"정의형, 금액형, 절차형",상,은닉재산 신고 포상금은 최대 얼마인가요?,INFORMATION,AMOUNT_DEADLINE,,신고자,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,"포상금 최대 30억, 신고방법",hidden_assets_report,amount_or_deadline,"{""user_role"":""reporter""}","[""HP-001""]","[""은닉재산 신고"",""포상금""]","[""HP-001_chunk_000"",""HP-001_chunk_002""]","[""https://www.kdic.or.kr/sp/sprtfund/SprtFndCncmDclrGudn/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q089,39,업무질문,은닉재산 신고,은닉재산 신고,신고센터,"정의형, 금액형, 절차형",상,은닉재산은 어떻게 신고하나요?,ACTION,APPLICATION,,신고자,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,"포상금 최대 30억, 신고방법",hidden_assets_report,application,"{""user_role"":""reporter""}","[""HP-001""]","[""신고방법""]","[""HP-001_chunk_005""]","[""https://www.kdic.or.kr/sp/sprtfund/SprtFndCncmDclrGudn/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q090,39,업무질문,은닉재산 신고,은닉재산 신고,신고센터,"정의형, 금액형, 절차형",상,이메일로도 신고할 수 있나요?,ACTION,APPLICATION,,신고자,ACTION_GUIDE,N,Y,절차 + 필요 서류 + 실행/신청 링크 + 출처,N,상,,"포상금 최대 30억, 신고방법",hidden_assets_report,application,"{""user_role"":""reporter"",""channel"":""email""}","[""HP-001""]","[""신고방법""]","[""HP-001_chunk_005""]","[""https://www.kdic.or.kr/sp/sprtfund/SprtFndCncmDclrGudn/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q091,40,업무질문,은닉재산 신고,은닉재산 신고,FAQ 은닉재산신고,"금액형, 절차형, 예외형",상,포상금은 어떤 기준으로 지급되나요?,INFORMATION,AMOUNT_DEADLINE,ELIGIBILITY_CONDITION,신고자,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,"포상금 지급기준표, 비밀보장",hidden_assets_report,amount_or_deadline,"{""user_role"":""reporter""}","[""HP-002""]","[""은닉재산신고 포상제도는 어떻게 되나요?""]","[""HP-002_chunk_001""]","[""https://fins.kdic.or.kr/cm/bbs/selectFaqCncmPrptDclr.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q092,40,업무질문,은닉재산 신고,은닉재산 신고,FAQ 은닉재산신고,"금액형, 절차형, 예외형",상,신고자 신상정보는 비밀이 보장되나요?,INFORMATION,ELIGIBILITY_CONDITION,,신고자,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,"포상금 지급기준표, 비밀보장",hidden_assets_report,eligibility,"{""user_role"":""reporter""}","[""HP-002""]","[""신고자의 신상정보와 신고내용은 비밀이 보장되나요?""]","[""HP-002_chunk_004""]","[""https://fins.kdic.or.kr/cm/bbs/selectFaqCncmPrptDclr.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q093,41,업무질문,은닉재산 신고,은닉재산 신고,불법행위신고 신고센터 소개,"정의형, 대상형",중,횡령이나 배임도 은닉재산 신고센터에 신고하나요?,INFORMATION,GENERAL_INFORMATION,,신고자,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,은닉재산 vs 불법행위 신고 구분 능력 검증,hidden_assets_report,general_information,"{""user_role"":""reporter""}","[""HP-003""]","[""불법행위 신고"",""신고방식""]","[""HP-003_chunk_000"",""HP-003_chunk_001""]","[""https://www.kdic.or.kr/sp/sprtfund/SprtFndIvsfalUnrlIlglDclrGudn/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q094,41,업무질문,은닉재산 신고,은닉재산 신고,불법행위신고 신고센터 소개,"정의형, 대상형",중,은닉재산 신고와 불법행위 신고는 어떻게 다른가요?,INFORMATION,COMPARISON,,신고자,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,N,상,,은닉재산 vs 불법행위 신고 구분 능력 검증,hidden_assets_report,comparison,"{""user_role"":""reporter""}","[""HP-003""]","[""불법행위 신고"",""신고방식""]","[""HP-003_chunk_000"",""HP-003_chunk_001""]","[""https://www.kdic.or.kr/sp/sprtfund/SprtFndIvsfalUnrlIlglDclrGudn/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,N,페이지·섹션 구조를 기준으로 매핑
Q095,42,업무질문,은닉재산 신고,은닉재산 신고,부실책임조사 진행현황 조회,절차형,하,제가 신고한 건의 조사 진행상황을 확인할 수 있나요?,STATUS,STATUS_CHECK,,신고자,STATUS_GUIDE,N,Y,조회 방법 + 조회 페이지 + 개인정보 접근 한계,N,상,,조회기능 성격이라 정적 답변 어려움,hidden_assets_report,status_lookup,"{""user_role"":""reporter""}","[""HP-004""]",[],[],[],TRUE,FALSE,link_only_not_indexed,N,페이지 ID는 있으나 chunks.jsonl에 청크가 없음 / 일부 gold_document_id는 현재 chunks.jsonl에 미색인
Q096,43,답변불가형,범위 밖 - 타 기관 업무,기타/불명확,-,답변불가형,상,국민연금은 언제부터 받을 수 있나요?,OUT_OF_SCOPE,OTHER_AGENCY,,일반/미지정,REFUSE_REDIRECT,N,N,답변 한계 고지 + 적절한 기관/문의 경로,N,상,,"6개 업무 밖임을 인지, 관할 기관(국민연금공단 등) 안내",out_of_scope,other_agency,{},[],[],[],[],FALSE,FALSE,no_retrieval_expected,N,검색 정답 문서가 필요하지 않은 문항
Q097,43,답변불가형,범위 밖 - 타 기관 업무,기타/불명확,-,답변불가형,상,실업급여는 어떻게 신청하나요?,OUT_OF_SCOPE,OTHER_AGENCY,,일반/미지정,REFUSE_REDIRECT,N,N,답변 한계 고지 + 적절한 기관/문의 경로,N,상,,"6개 업무 밖임을 인지, 관할 기관(국민연금공단 등) 안내",out_of_scope,other_agency,{},[],[],[],[],FALSE,FALSE,no_retrieval_expected,N,검색 정답 문서가 필요하지 않은 문항
Q098,43,답변불가형,범위 밖 - 타 기관 업무,기타/불명확,-,답변불가형,상,국세청 세금 환급은 어디서 신청해요?,OUT_OF_SCOPE,OTHER_AGENCY,,일반/미지정,REFUSE_REDIRECT,N,N,답변 한계 고지 + 적절한 기관/문의 경로,N,상,,"6개 업무 밖임을 인지, 관할 기관(국민연금공단 등) 안내",out_of_scope,other_agency,{},[],[],[],[],FALSE,FALSE,no_retrieval_expected,N,검색 정답 문서가 필요하지 않은 문항
Q099,44,답변불가형,범위 밖 - 유사 금융상품 추천,기타/불명확,-,답변불가형,상,지금 예금 어디에 넣는 게 제일 이자 높아요?,OUT_OF_SCOPE,RECOMMENDATION,,일반/미지정,REFUSE_REDIRECT,N,N,답변 한계 고지 + 적절한 기관/문의 경로,N,상,,상품 추천/투자자문 거부,out_of_scope,recommendation_request,{},[],[],[],[],FALSE,FALSE,no_retrieval_expected,N,검색 정답 문서가 필요하지 않은 문항
Q100,44,답변불가형,범위 밖 - 유사 금융상품 추천,기타/불명확,-,답변불가형,상,저축은행 중에 안전한 곳 추천해주세요,OUT_OF_SCOPE,RECOMMENDATION,,일반/미지정,REFUSE_REDIRECT,N,N,답변 한계 고지 + 적절한 기관/문의 경로,N,상,,상품 추천/투자자문 거부,out_of_scope,recommendation_request,{},[],[],[],[],FALSE,FALSE,no_retrieval_expected,N,검색 정답 문서가 필요하지 않은 문항
Q101,44,답변불가형,범위 밖 - 유사 금융상품 추천,기타/불명확,-,답변불가형,상,어떤 보험상품이 좋나요?,OUT_OF_SCOPE,RECOMMENDATION,,일반/미지정,REFUSE_REDIRECT,N,N,답변 한계 고지 + 적절한 기관/문의 경로,N,상,,상품 추천/투자자문 거부,out_of_scope,recommendation_request,{},[],[],[],[],FALSE,FALSE,no_retrieval_expected,N,검색 정답 문서가 필요하지 않은 문항
Q102,45,답변불가형,범위 밖 - 법률자문,기타/불명확,-,답변불가형,상,이 계약이 사기인지 아닌지 판단해주세요,OUT_OF_SCOPE,LEGAL_ADVICE,,일반/미지정,REFUSE_REDIRECT,N,N,답변 한계 고지 + 적절한 기관/문의 경로,N,상,,"법률 자문 불가, 법률구조공단 등 안내",out_of_scope,legal_advice,{},[],[],[],[],FALSE,FALSE,no_retrieval_expected,N,검색 정답 문서가 필요하지 않은 문항
Q103,45,답변불가형,범위 밖 - 법률자문,기타/불명확,-,답변불가형,상,저 소송 걸어도 되나요?,OUT_OF_SCOPE,LEGAL_ADVICE,,일반/미지정,REFUSE_REDIRECT,N,N,답변 한계 고지 + 적절한 기관/문의 경로,N,상,,"법률 자문 불가, 법률구조공단 등 안내",out_of_scope,legal_advice,{},[],[],[],[],FALSE,FALSE,no_retrieval_expected,N,검색 정답 문서가 필요하지 않은 문항
Q104,45,답변불가형,범위 밖 - 법률자문,기타/불명확,-,답변불가형,상,변호사 없이 이길 수 있나요?,OUT_OF_SCOPE,LEGAL_ADVICE,,일반/미지정,REFUSE_REDIRECT,N,N,답변 한계 고지 + 적절한 기관/문의 경로,N,상,,"법률 자문 불가, 법률구조공단 등 안내",out_of_scope,legal_advice,{},[],[],[],[],FALSE,FALSE,no_retrieval_expected,N,검색 정답 문서가 필요하지 않은 문항
Q105,46,답변불가형,범위 밖 - 개인 계좌/데이터 접근,기타/불명확,-,답변불가형,상,제 계좌 비밀번호 좀 찾아주세요,OUT_OF_SCOPE,PERSONAL_DATA,,일반/미지정,REFUSE_REDIRECT,N,N,답변 한계 고지 + 적절한 기관/문의 경로,N,상,,"개인 데이터 접근 불가 명시, 공식 채널 안내",out_of_scope,personal_data_request,{},[],[],[],[],FALSE,FALSE,no_retrieval_expected,N,검색 정답 문서가 필요하지 않은 문항
Q106,46,답변불가형,범위 밖 - 개인 계좌/데이터 접근,기타/불명확,-,답변불가형,상,제 미수령금이 얼마인지 바로 알려주세요,OUT_OF_SCOPE,PERSONAL_DATA,,미수령금 신청인,REFUSE_REDIRECT,N,N,답변 한계 고지 + 적절한 기관/문의 경로,N,상,,"개인 데이터 접근 불가 명시, 공식 채널 안내",out_of_scope,personal_data_request,"{""user_role"":""unclaimed_funds_claimant""}",[],[],[],[],FALSE,FALSE,no_retrieval_expected,N,검색 정답 문서가 필요하지 않은 문항
Q107,46,답변불가형,범위 밖 - 개인 계좌/데이터 접근,기타/불명확,-,답변불가형,상,제 이름으로 등록된 계좌 다 보여주세요,OUT_OF_SCOPE,PERSONAL_DATA,,일반/미지정,REFUSE_REDIRECT,N,N,답변 한계 고지 + 적절한 기관/문의 경로,N,상,,"개인 데이터 접근 불가 명시, 공식 채널 안내",out_of_scope,personal_data_request,{},[],[],[],[],FALSE,FALSE,no_retrieval_expected,N,검색 정답 문서가 필요하지 않은 문항
Q108,47,답변불가형,경계 케이스 - 유사 개념 혼동,착오송금 반환 신청,-,"답변불가형, 조건형",상,제가 계좌 잘못 눌러서 다른 사람한테 돈 보냈는데 이거 예금보호 되나요?,INFORMATION,CONCEPT_CORRECTION,,송금인,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,Y,중,원본은 답변불가형이나 개념 정정으로 답변 가능하므로 정책 합의 필요 / 기존 질문유형과 신규 의도정책이 다름,착오송금 vs 예금보호 등 개념 혼동 정정,mistaken_transfer,concept_correction,"{""user_role"":""sender""}","[""MT-015"",""DP-002""]","[""신청 가능한 착오송금 금액 한도가 있나요?"",""예금보험공사에 신청하기 전에 해야 할 일이 있나요?"",""보험의 원리를 이용하여 예금자를 보호""]","[""MT-015_chunk_000"",""MT-015_chunk_002"",""DP-002_chunk_002""]","[""https://www.kdic.or.kr/sp/kmrs/kmrsItrdAplyTrgt/selectScrn.do"",""https://www.kdic.or.kr/sp/dpstrprot/ProtSyst/selectScrn.do""]",TRUE,FALSE,direct_metadata_match,Y,경계·복합 질문용 문서를 수동 매핑
Q109,47,답변불가형,경계 케이스 - 유사 개념 혼동,착오송금 반환 신청,-,"답변불가형, 조건형",상,착오송금이랑 보이스피싱 당한 거랑 같은 절차인가요?,INFORMATION,CONCEPT_COMPARISON,PROCEDURE | COMPARISON,일반/미지정,INFORMATION_ANSWER,N,Y,근거 기반 정보 + 출처 URL,Y,중,원본은 답변불가형이나 개념 정정으로 답변 가능하므로 정책 합의 필요 / 기존 질문유형과 신규 의도정책이 다름,착오송금 vs 예금보호 등 개념 혼동 정정,mistaken_transfer,concept_comparison,{},"[""MT-004""]","[""보이스피싱 피해도 착오송금 반환지원 신청이 가능한가요?""]","[""MT-004_chunk_006""]","[""https://fins.kdic.or.kr/cm/bbs/selectFaqMsdrGvbkAply.do""]",TRUE,FALSE,direct_metadata_match,Y,경계·복합 질문용 문서를 수동 매핑
Q110,48,답변불가형,범위 밖 - 타사 챗봇/시스템 관련,기타/불명확,-,답변불가형,하,너 어떤 AI 모델이야?,OUT_OF_SCOPE,SERVICE_META,,일반/미지정,REFUSE_REDIRECT,N,N,답변 한계 고지 + 적절한 기관/문의 경로,Y,중,서비스 소개 허용 범위를 팀 정책으로 확정 필요,"서비스 소개 수준으로만 답, 내부 기술 미노출",out_of_scope,service_meta,{},[],[],[],[],FALSE,FALSE,no_retrieval_expected,Y,검색 정답 문서가 필요하지 않은 문항
Q111,48,답변불가형,범위 밖 - 타사 챗봇/시스템 관련,기타/불명확,-,답변불가형,하,이 챗봇 누가 만들었어?,OUT_OF_SCOPE,SERVICE_META,,일반/미지정,REFUSE_REDIRECT,N,N,답변 한계 고지 + 적절한 기관/문의 경로,Y,중,서비스 소개 허용 범위를 팀 정책으로 확정 필요,"서비스 소개 수준으로만 답, 내부 기술 미노출",out_of_scope,service_meta,{},[],[],[],[],FALSE,FALSE,no_retrieval_expected,Y,검색 정답 문서가 필요하지 않은 문항
Q112,49,답변불가형,경계 케이스 - 과거 시점 질문,기타/불명확,-,"답변불가형, 예외형",중,2020년 예금보호한도는 얼마였나요?,OUT_OF_SCOPE,HISTORICAL,,일반/미지정,REFUSE_REDIRECT,N,N,답변 한계 고지 + 적절한 기관/문의 경로,Y,중,과거 정보 제공 범위를 팀 정책으로 확정 필요,현재 기준 정보만 보유함을 명시,out_of_scope,historical_information,{},[],[],[],[],FALSE,FALSE,no_retrieval_expected,Y,검색 정답 문서가 필요하지 않은 문항
Q113,49,답변불가형,경계 케이스 - 과거 시점 질문,기타/불명확,-,"답변불가형, 예외형",중,예전 착오송금 제도는 어땠나요?,OUT_OF_SCOPE,HISTORICAL,,일반/미지정,REFUSE_REDIRECT,N,N,답변 한계 고지 + 적절한 기관/문의 경로,Y,중,과거 정보 제공 범위를 팀 정책으로 확정 필요,현재 기준 정보만 보유함을 명시,out_of_scope,historical_information,{},[],[],[],[],FALSE,FALSE,no_retrieval_expected,Y,검색 정답 문서가 필요하지 않은 문항
Q114,50,대화복구형,감탄사/의미없는 텍스트,기타/불명확,-,대화복구형,하,ㅋㅋㅋ,CLARIFICATION,MEANINGLESS_INPUT,,일반/미지정,ASK_CLARIFY,Y,조건부,짧은 응대 + 업무/상황 추가 질문,Y,중,추가 질문 문구를 정답 라벨로 별도 작성 권장,예시 질문 제시하며 재질문 유도,unknown,clarification,{},[],[],[],[],CONDITIONAL,TRUE,no_retrieval_expected,Y,검색 정답 문서가 필요하지 않은 문항
Q115,50,대화복구형,감탄사/의미없는 텍스트,기타/불명확,-,대화복구형,하,하하하,CLARIFICATION,MEANINGLESS_INPUT,,일반/미지정,ASK_CLARIFY,Y,조건부,짧은 응대 + 업무/상황 추가 질문,Y,중,추가 질문 문구를 정답 라벨로 별도 작성 권장,예시 질문 제시하며 재질문 유도,unknown,clarification,{},[],[],[],[],CONDITIONAL,TRUE,no_retrieval_expected,Y,검색 정답 문서가 필요하지 않은 문항
Q116,50,대화복구형,감탄사/의미없는 텍스트,기타/불명확,-,대화복구형,하,ㅇㅇ,CLARIFICATION,MEANINGLESS_INPUT,,일반/미지정,ASK_CLARIFY,Y,조건부,짧은 응대 + 업무/상황 추가 질문,Y,중,추가 질문 문구를 정답 라벨로 별도 작성 권장,예시 질문 제시하며 재질문 유도,unknown,clarification,{},[],[],[],[],CONDITIONAL,TRUE,no_retrieval_expected,Y,검색 정답 문서가 필요하지 않은 문항
Q117,50,대화복구형,감탄사/의미없는 텍스트,기타/불명확,-,대화복구형,하,ㅁㄴㅇㄹ,CLARIFICATION,MEANINGLESS_INPUT,,일반/미지정,ASK_CLARIFY,Y,조건부,짧은 응대 + 업무/상황 추가 질문,Y,중,추가 질문 문구를 정답 라벨로 별도 작성 권장,예시 질문 제시하며 재질문 유도,unknown,clarification,{},[],[],[],[],CONDITIONAL,TRUE,no_retrieval_expected,Y,검색 정답 문서가 필요하지 않은 문항
Q118,51,대화복구형,너무 짧은/모호한 입력,기타/불명확,-,대화복구형,중,도와줘,CLARIFICATION,AMBIGUOUS,,일반/미지정,ASK_CLARIFY,Y,조건부,짧은 응대 + 업무/상황 추가 질문,Y,중,추가 질문 문구를 정답 라벨로 별도 작성 권장,6개 업무를 간단히 나열하며 되묻기,unknown,clarification,{},[],[],[],[],CONDITIONAL,TRUE,no_retrieval_expected,Y,검색 정답 문서가 필요하지 않은 문항
Q119,51,대화복구형,너무 짧은/모호한 입력,기타/불명확,-,대화복구형,중,뭐해,CLARIFICATION,AMBIGUOUS,,일반/미지정,ASK_CLARIFY,Y,조건부,짧은 응대 + 업무/상황 추가 질문,Y,중,추가 질문 문구를 정답 라벨로 별도 작성 권장,6개 업무를 간단히 나열하며 되묻기,unknown,clarification,{},[],[],[],[],CONDITIONAL,TRUE,no_retrieval_expected,Y,검색 정답 문서가 필요하지 않은 문항
Q120,51,대화복구형,너무 짧은/모호한 입력,기타/불명확,-,대화복구형,중,궁금한 게 있어요,CLARIFICATION,AMBIGUOUS,,일반/미지정,ASK_CLARIFY,Y,조건부,짧은 응대 + 업무/상황 추가 질문,Y,중,추가 질문 문구를 정답 라벨로 별도 작성 권장,6개 업무를 간단히 나열하며 되묻기,unknown,clarification,{},[],[],[],[],CONDITIONAL,TRUE,no_retrieval_expected,Y,검색 정답 문서가 필요하지 않은 문항
Q121,52,대화복구형,인사/잡담,기타/불명확,-,대화복구형,하,안녕,CLARIFICATION,SMALLTALK,,일반/미지정,ASK_CLARIFY,Y,조건부,짧은 응대 + 업무/상황 추가 질문,Y,중,추가 질문 문구를 정답 라벨로 별도 작성 권장,짧게 응대 후 업무 안내로 자연스럽게 연결,unknown,clarification,{},[],[],[],[],CONDITIONAL,TRUE,no_retrieval_expected,Y,검색 정답 문서가 필요하지 않은 문항
Q122,52,대화복구형,인사/잡담,기타/불명확,-,대화복구형,하,오늘 날씨 어때?,OUT_OF_SCOPE,OTHER_TOPIC,,일반/미지정,REFUSE_REDIRECT,N,N,답변 한계 고지 + 적절한 기관/문의 경로,N,상,,짧게 응대 후 업무 안내로 자연스럽게 연결,out_of_scope,other_topic,{},[],[],[],[],FALSE,FALSE,no_retrieval_expected,N,검색 정답 문서가 필요하지 않은 문항
Q123,52,대화복구형,인사/잡담,기타/불명확,-,대화복구형,하,심심해,CLARIFICATION,SMALLTALK,,일반/미지정,ASK_CLARIFY,Y,조건부,짧은 응대 + 업무/상황 추가 질문,Y,중,추가 질문 문구를 정답 라벨로 별도 작성 권장,짧게 응대 후 업무 안내로 자연스럽게 연결,unknown,clarification,{},[],[],[],[],CONDITIONAL,TRUE,no_retrieval_expected,Y,검색 정답 문서가 필요하지 않은 문항
